;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Informações do Empreendimento;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Financiamento da Obra;;;;;;;;;;;;;Informações das Unidades;;;;;;;;;;;;;;;;;;;;;;;;;;Financiamento ao Comprador;;;;;
RGI;Código no Mapa;Empreendimento;Edifício;Zona de Valor;Endereço;Bairro;Distrito;Região;Cidade;UF;CEP;Zoneamento;Setor;Quadra;Data Lançamento;Data Entrega;Data Ocupação;Data Projeto Aprovado;Tipologia;Classificação do tipo;Padrão;Status;Área Terreno;Área Total Construída;Torres;Nº de Elevadores;Registro de Incorporação;Infraestrutura;Grupo Incorporador Apelido;Grupo Incorporador;Incorporadora 1;Incorporadora 2;Incorporadora 3;Incorporadora 4;Construtora 1;Construtora 2;Vendedora 1;Vendedora 2;Vendedora 3;Vendedora 4;Banco;Unidade;Dormitórios;Suítes;Banheiros;Nº Vagas;Área Privativa;Área Total;Nº Total de Unidades;Nº Unidades por Pavimento;Nº de Pavimentos;Valor do Dolar no lançamento;(VMU)Preço de venda da unidade no lançamento;(VUV)Preço m2 privativo no lançamento;(VMU)Preço de venda da unidade atualizado INCC;(VUV)Preço m2 privativo atualizado INCC;(VMU)Preço de venda da unidade atualizado IGPM;(VUV)Preço m2 privativo atualizado IGPM;(VMU)Preço de venda da unidade atualizado CUB;(VUV)Preço m2 privativo atualizado CUB;(VMU)Preço de venda da unidade na data pesquisa;(VUV)Preço m2 privativo na data pesquisa;% Unidades Vendidas;% Unidades a Vender;Unidades Vendidas;Qtd em Estoque;VGV;Modalidade;Banco;Condições de pagamento;Responsabilidade do Comprador;Data Pesquisa;Observações
3627515;108;OASIS;(FASE 1)  APTOS BL A, BL B, BL C, BL D;SOROCABA - SP;AV GENERAL CARNEIRO, 1651;VILA LUCY;SEM DISTRITO;;SOROCABA;SP;18043-004;ZC;0;0;abr/17;dez/20;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;23.772,39;;4;2;;;BRINK;BRINK INCORPORACOES E PARTICIPACOES;BRINK INCORPORACOES E PARTICIPACOES;;;;BRINK INCORPORACOES E PARTICIPACOES;;REIS IMOVEIS LTDA;;;;;3 DORMS;3;1;2;2;88,00;155,00;160;4;10;3,14;268.000,00;3.045,45;283.852,59;3.225,59;283.416,25;3.220,63;281.652,78;3.200,60;347.000,00;3.943,18;100,00;0,00;160;0;42.880.000,00;Preço Fechado;;;;27/09/2018;"WR: Revisado. 10/05
Torres A,B,C,E,F e G: 10 andares
Torres D e H: 12 andares.
BE: 23/11/2017- VENDAS SUSPENSAS TEMPORARIAMENTE PREVISÃO DE RETORNO EM JANEIRO DE 2018  FONTE 
 IVANIA15.9.8125.6139"
376331116;109;OLGA BOTANIQUE;TORRE 1, TORRE 2;SOROCABA - SP;AV SAO PAULO, 4600;ALEM PONTE;SEM DISTRITO;;SOROCABA;SP;18017-900;ZR 1;0;0;nov/16;abr/20;;;Res. Vertical;MEDIO;PADRAO SUPERIOR-C/ELEVADOR;EM OBRAS;4.123,30;;2;2;;Quadra Poli-Esportiva, Churrasqueira, Piscina Adulta, Salao de Festas, Piscina Infantil, Playground, Brinquedoteca, Fitness, Redario,;CRB;CRB INCORPORACAO E CONSTRUCAO LTDA;CRB INCORPORACAO E CONSTRUCAO LTDA;;;;CRB INCORPORACAO E CONSTRUCAO LTDA;;CRB IMOVEIS;;;;;3 DORMS;3;1;3;2;115,00;172,50;88;4;11;3,34;499.619,00;4.344,51;537.370,19;4.672,78;529.279,30;4.602,43;525.042,83;4.565,59;594.000,00;5.165,22;86,36;13,64;76;12;43.966.472,00;Preço Fechado;;;;26/09/2018;"LF: Ficha revisada OK. 07/05/2018.

15 pavimentos
11 de unidades tipo
2 de gardens duplex
2 de cob. duplex"
376331116;109;OLGA BOTANIQUE;TORRE 1, TORRE 2;SOROCABA - SP;AV SAO PAULO, 4600;ALEM PONTE;SEM DISTRITO;;SOROCABA;SP;18017-900;ZR 1;0;0;nov/16;abr/20;;;Res. Vertical;MEDIO ALTO;PADRAO SUPERIOR-C/ELEVADOR;EM OBRAS;4.123,30;;2;2;;Quadra Poli-Esportiva, Churrasqueira, Piscina Adulta, Salao de Festas, Piscina Infantil, Playground, Brinquedoteca, Fitness, Redario,;CRB;CRB INCORPORACAO E CONSTRUCAO LTDA;CRB INCORPORACAO E CONSTRUCAO LTDA;;;;CRB INCORPORACAO E CONSTRUCAO LTDA;;CRB IMOVEIS;;;;;GARDEN;3;3;4;2;259,00;388,50;4;4;11;3,34;767.799,00;2.964,47;825.813,86;3.188,47;813.380,03;3.140,46;806.869,56;3.115,32;822.000,00;3.173,75;100,00;0,00;4;0;3.071.196,00;Preço Fechado;;;;19/02/2018;
376331116;109;OLGA BOTANIQUE;TORRE 1, TORRE 2;SOROCABA - SP;AV SAO PAULO, 4600;ALEM PONTE;SEM DISTRITO;;SOROCABA;SP;18017-900;ZR 1;0;0;nov/16;abr/20;;;Res. Vertical;MEDIO ALTO;PADRAO SUPERIOR-C/ELEVADOR;EM OBRAS;4.123,30;;2;2;;Quadra Poli-Esportiva, Churrasqueira, Piscina Adulta, Salao de Festas, Piscina Infantil, Playground, Brinquedoteca, Fitness, Redario,;CRB;CRB INCORPORACAO E CONSTRUCAO LTDA;CRB INCORPORACAO E CONSTRUCAO LTDA;;;;CRB INCORPORACAO E CONSTRUCAO LTDA;;CRB IMOVEIS;;;;;COB DUPLEX;4;2;3;2;210,00;315,00;8;4;11;3,34;907.000,00;4.319,05;975.532,89;4.645,40;960.844,82;4.575,45;953.154,00;4.538,83;907.000,00;4.319,05;100,00;0,00;8;0;7.256.000,00;Preço Fechado;;;;28/08/2017;
39428417;110;OLGA CORRALEIRO BERBEL;;SOROCABA - SP;R CHILE, 324;VILA BARCELONA;SEM DISTRITO;;SOROCABA;SP;18025-280;ZR 2;0;0;mai/15;mai/17;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;PRONTO;738,82;;1;2;;;AF;AF EMPREENDIMENTOS IMOBILIARIOS LTDA;AF EMPREENDIMENTOS IMOBILIARIOS LTDA;;;;AF EMPREENDIMENTOS IMOBILIARIOS LTDA;;AF EMPREENDIMENTOS IMOBILIARIOS LTDA;;;;;2 DORMS;2;1;2;1;66,00;99,00;40;4;10;3,06;177.870,00;2.695,00;210.520,83;3.189,71;214.237,49;3.246,02;221.420,31;3.354,85;228.000,00;3.454,55;67,50;32,50;27;13;7.114.800,00;Preço Fechado;;;;24/09/2018;"IFL - Revisado 04/07
Nenhuma foto de implantação e infra disponível."
39428417;110;OLGA CORRALEIRO BERBEL;;SOROCABA - SP;R CHILE, 324;VILA BARCELONA;SEM DISTRITO;;SOROCABA;SP;18025-280;ZR 2;0;0;mai/15;mai/17;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;PRONTO;738,82;;1;2;;;AF;AF EMPREENDIMENTOS IMOBILIARIOS LTDA;AF EMPREENDIMENTOS IMOBILIARIOS LTDA;;;;AF EMPREENDIMENTOS IMOBILIARIOS LTDA;;AF EMPREENDIMENTOS IMOBILIARIOS LTDA;;;;;COBERTURA;3;3;3;2;132,00;198,00;4;4;10;3,06;296.450,00;2.245,83;350.868,05;2.658,09;357.062,48;2.705,01;369.033,85;2.795,71;385.875,00;2.923,30;100,00;0,00;4;0;1.185.800,00;Preço Fechado;;;;21/08/2017;
39323317;111;ORQUIDEAS;TORRE A, TORRE  B, TORRE C;SOROCABA - SP;R CATANDUVA, 295;JARDIM LEOCADIA;SEM DISTRITO;;SOROCABA;SP;18085-385;ZR 2;0;0;dez/16;abr/19;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;7.148,34;;3;1;;Academia, Piscina Adulta, Espaco Gourmet, Salao de Festas, Piscina Infantil, Solarium, Playground, Fitness,;GERATRIZ;GERATRIZ CONSTRUTORA E INCORPORADORA LTDA;GERATRIZ CONSTRUTORA E INCORPORADORA LTDA;;;;GERATRIZ CONSTRUTORA E INCORPORADORA LTDA;;REIS IMOVEIS LTDA;;;;CAIXA;2 DORMS;2;1;2;1;61,19;91,78;96;4;8;1,71;176.544,00;2.885,18;189.233,78;3.092,56;186.020,13;3.040,04;185.582,13;3.032,89;192.000,00;3.137,77;97,92;2,08;94;2;16.948.224,00;Preço Fechado;CAIXA;;;25/09/2018;Terreo. IFL: Revisado 01.08
32458214;112;OURO VERDE II;;SOROCABA - SP;R SANDRO ANTONIO MENDES, 1250;PARQUE VITORIA REGIA;SEM DISTRITO;;SOROCABA;SP;18078-535;;0;0;jun/13;jun/16;;;Res. Horizontal;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;EM OBRAS;55.000,00;;0;0;;Salao de Festas, Playground,;GOLDEN CITY;GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA;GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA;;;;GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA;;GOMES E FERREIRA CONSTRUCOES;;;;;CASA;2;0;1;1;49,80;88,00;300;0;1;2,17;150.000,00;3.012,05;199.970,12;4.015,47;201.327,93;4.042,73;187.458,35;3.764,23;171.000,00;3.433,73;100,00;0,00;300;0;45.000.000,00;Preço Fechado;;;;22/08/2017;
344451112;113;PAINEIRA;;SOROCABA - SP;R CATANDUVA, 0;JARDIM LEOCADIA;SEM DISTRITO;;SOROCABA;SP;18085-385;;0;0;nov/13;mar/16;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;968,44;;1;2;;Churrasqueira, Salao de Festas, Playground,;LARIDEAL;LARIDEAL IMOVEIS;LARIDEAL IMOVEIS;;;;LARIDEAL IMOVEIS;;LARIDEAL IMOVEIS;;;;;2 DORMS;2;1;2;1;61,00;91,50;32;4;8;2,29;177.650,00;2.912,30;232.527,44;3.811,93;231.304,04;3.791,88;220.104,04;3.608,27;236.000,00;3.868,85;100,00;0,00;32;0;5.684.800,00;Preço Fechado;;;;25/08/2016;
329981115;114;PALACIO SAN MARCO;TORRES I , J (2º FASE);SOROCABA - SP;R AUGUSTO LIPPEL, 1700;PARQUE CAMPOLIM;SEM DISTRITO;;SOROCABA;SP;18048-130;;0;0;set/15;mar/18;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;21.635,00;;2;2;;Quadra Poli-Esportiva, Piscina Adulta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Piscina Infantil, Playground,;CIVIL;CIVILMONT CONSTRUCOES E EMPREENDIMENTOS;CIVILMONT CONSTRUCOES E EMPREENDIMENTOS;;;;CIVILMONT CONSTRUCOES E EMPREENDIMENTOS;;MENDES ORTEGA ASSESSORIA IMOBILIARIA;;;;;2 DORMS;2;1;1;2;62,00;93,00;64;4;8;3,91;186.102,00;3.001,65;213.391,45;3.441,80;218.454,45;3.523,46;206.836,38;3.336,08;215.000,00;3.467,74;100,00;0,00;64;0;11.910.528,00;Preço Fechado;;;;05/03/2018;
39416417;115;PAMPULHA;(LOTEAMENTO FECHADO);SOROCABA - SP;R PLINIO DE ALMEIDA, 0;JARDIM VILA SAO DOMINGOS;SEM DISTRITO;-;SOROCABA;SP;18016-362;ZR 2;0;0;mar/16;dez/18;;;Loteamento;;PADRAO MEDIO-S/ELEVADOR;EM OBRAS;169.394,04;;0;0;;;MGT;MGT BOLINA ENGENHARIA LTDA;MGT BOLINA ENGENHARIA LTDA;;;;MGT BOLINA ENGENHARIA LTDA;;MUSTAFA EMPREENDIMENTOS;;;;;LOTE;0;0;0;0;300,00;300,00;192;0;0;3,70;187.110,00;623,70;209.536,95;698,46;205.207,29;684,02;206.642,68;688,81;204.000,00;680,00;70,31;29,69;135;57;35.925.120,00;Preço Fechado;;;;25/09/2018;KP - 10/05/2018 - Ficha Revisada.
344371112;116;PANORAMA;;SOROCABA - SP;R TAUBATE, 0;JARDIM LEOCADIA;SEM DISTRITO;;SOROCABA;SP;18085-375;;0;0;nov/13;jan/14;;;Res. Vertical;ECONOMICO;PADRAO SIMPLES-S/ELEVADOR;PRONTO;387,52;;1;0;;;LARIDEAL;LARIDEAL IMOVEIS;LARIDEAL IMOVEIS;;;;LARIDEAL IMOVEIS;;LARIDEAL IMOVEIS;;;;;2 DORMS;2;0;1;1;50,00;75,00;8;2;4;2,29;163.000,00;3.260,00;213.351,95;4.267,04;212.229,43;4.244,59;201.953,05;4.039,06;175.000,00;3.500,00;100,00;0,00;8;0;1.304.000,00;Preço Fechado;;;;17/01/2015;
35901616;117;PANORAMA CAMPOLIM - RESERVA GUADALAJARA;TORRE 1, TORRE 2, TORRE 3;SOROCABA - SP;R PROFESSOR ANTONIO RODRIGUES CLARO SOBRINHO, 700;JARDIM SAO CARLOS;SEM DISTRITO;;SOROCABA;SP;18046-340;ZR 2;0;0;jun/16;dez/18;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;6.630,00;;3;2;;Academia, Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Piscina Infantil, Playground, Fitness, Redario,;MULTIPLA;MULTIPLA ENGENHARIA LTDA;MULTIPLA ENGENHARIA LTDA;;;;MULTIPLA ENGENHARIA LTDA;;R1 IMOVEIS;;;;;GARDEN;2;0;1;1;60,78;91,17;12;4;14;3,42;184.000,00;3.027,31;200.883,49;3.305,09;196.192,78;3.227,92;196.233,23;3.228,58;199.000,00;3.274,10;83,33;16,67;10;2;2.208.000,00;Preço Fechado;;;;25/09/2018;
35901616;117;PANORAMA CAMPOLIM - RESERVA GUADALAJARA;TORRE 1, TORRE 2, TORRE 3;SOROCABA - SP;R PROFESSOR ANTONIO RODRIGUES CLARO SOBRINHO, 700;JARDIM SAO CARLOS;SEM DISTRITO;;SOROCABA;SP;18046-340;ZR 2;0;0;jun/16;dez/18;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;6.630,00;;3;2;;Academia, Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Piscina Infantil, Playground, Fitness, Redario,;MULTIPLA;MULTIPLA ENGENHARIA LTDA;MULTIPLA ENGENHARIA LTDA;;;;MULTIPLA ENGENHARIA LTDA;;R1 IMOVEIS;;;;;2 DORMS;2;0;1;1;56,00;84,00;168;4;14;3,42;178.000,00;3.178,57;194.332,94;3.470,23;189.795,19;3.389,20;189.834,32;3.389,90;199.000,00;3.553,57;80,95;19,05;136;32;29.904.000,00;Preço Fechado;;;;25/09/2018;
3281415;118;PANORAMA CAMPOLIM - RESERVA SAO CARLOS;TORRE 1, TORRE 2, TORRE 3;SOROCABA - SP;R PROFESSOR ANTONIO RODRIGUES CLARO SOBRINHO, 870;JARDIM SAO CARLOS;SEM DISTRITO;;SOROCABA;SP;18046-340;;0;0;mai/15;jul/17;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;PRONTO;6.300,00;;3;2;;Churrasqueira, Espaco Gourmet, Salao de Festas, Salao de Jogos, Piscina Infantil, Playground, Fitness, Piscina Climatizada,;MULTIPLA;MULTIPLA ENGENHARIA LTDA;MULTIPLA ENGENHARIA LTDA;;;;MULTIPLA ENGENHARIA LTDA;;R1 IMOVEIS;;;;;2 DORMS;2;0;1;1;56,00;88,00;180;4;14;3,06;172.000,00;3.071,43;203.573,30;3.635,24;207.167,30;3.699,42;214.113,08;3.823,45;210.000,00;3.750,00;96,11;3,89;173;7;30.960.000,00;Preço Fechado;;;;18/09/2018;"TÉRREO............................R$ 190.000,00
1 ANDAR............................R$ 163.000,00
2º AO 4º ANDAR................R$ 165.000,00
5º AO 7º ANDAR................R$ 172.000,00
8º AO 10º ANDAR..............R$ 175.500,00
11º AO 14º ANDAR.............R$ 179.500,00"
32266218;119;PANORAMA CAMPOLIM RESERVA EUROPA;BL 1, BL 2, BL 3;SOROCABA - SP;R PROFESSOR ANTONIO RODRIGUES CLARO SOBRINHO, 700;JARDIM SAO CARLOS;SEM DISTRITO;;SOROCABA;SP;18046-460;ZR 2;0;0;set/17;set/19;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;5.797,00;;3;2;;Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Piscina Infantil, Playground, Fitness, Sala de Ginastica, Redario,;MULTIPLA;MULTIPLA ENGENHARIA LTDA;MULTIPLA ENGENHARIA LTDA;;;;MULTIPLA ENGENHARIA LTDA;;R1 IMOVEIS;AE PATRIMONIO CONSULTORES IMOBILIARIOS;;;CAIXA;2 DORMS;2;0;1;1;56,35;84,52;168;4;14;3,13;180.500,00;3.203,19;186.865,69;3.316,16;194.273,09;3.447,61;185.821,23;3.297,62;180.500,00;3.203,19;75,00;25,00;126;42;30.324.000,00;Preço Fechado;CAIXA;;;01/10/2018;mesmo valor. ts 01/10/18: ficha revisada.
32266218;119;PANORAMA CAMPOLIM RESERVA EUROPA;BL 1, BL 2, BL 3;SOROCABA - SP;R PROFESSOR ANTONIO RODRIGUES CLARO SOBRINHO, 700;JARDIM SAO CARLOS;SEM DISTRITO;;SOROCABA;SP;18046-460;ZR 2;0;0;set/17;set/19;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;5.797,00;;3;2;;Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Piscina Infantil, Playground, Fitness, Sala de Ginastica, Redario,;MULTIPLA;MULTIPLA ENGENHARIA LTDA;MULTIPLA ENGENHARIA LTDA;;;;MULTIPLA ENGENHARIA LTDA;;R1 IMOVEIS;AE PATRIMONIO CONSULTORES IMOBILIARIOS;;;CAIXA;GARDEN;2;0;1;1;60,78;91,17;12;4;14;3,13;191.000,00;3.142,48;197.735,99;3.253,31;205.574,30;3.382,27;196.630,77;3.235,12;191.000,00;3.142,48;25,00;75,00;3;9;2.292.000,00;Preço Fechado;CAIXA;;;01/10/2018;
371751214;120;PARIS;TORRE 1, TORRE 2, TORRE 3, TORRE 4, TORRE 5, TORRE 6;SOROCABA - SP;R ESPERANCA, 373;JARDIM SANTA FE;SEM DISTRITO;;SOROCABA;SP;18031-310;;0;0;mar/13;mar/16;;;Res. Vertical;MEDIO BAIXO;PADRAO MEDIO-C/ELEVADOR;PRONTO;5.800,00;;6;2;;Piscina Adulta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Playground, Fitness,;ALAVANCA;CONSTRUTORA ALAVANCA S/A;CONSTRUTORA ALAVANCA S/A;;;;CONSTRUTORA ALAVANCA S/A;;CONSTRUTORA ALAVANCA S/A;AE PATRIMONIO CONSULTORES IMOBILIARIOS;;;;2 DORMS;2;0;1;1;52,00;88,00;456;4;19;2,01;220.000,00;4.230,77;305.566,84;5.876,29;297.936,35;5.729,55;291.653,96;5.608,73;210.000,00;4.038,46;100,00;0,00;456;0;100.320.000,00;Preço Fechado;;;;23/06/2017;
38233215;121;PARQUE SALAMANCA;BLOCO 1, BLOCO 2, BLOCO 3, BLOCO 4, BLOCO 5, BLOCO 6, BLOCO 7, BLOCO 8, BLOCO 9, BLOCO 10, BLOCO 11, BLOCO 12, BLOCO 13, BLOCO 14, BLOCO 15, BLOCO 16, BLOCO 17, BLOCO 18, BLOCO 19, BLOCO 20, BLOCO 21, BLOCO 22;SOROCABA - SP;R JOAO WAGNER WEY, 1565;JARDIM AMERICA;SEM DISTRITO;;SOROCABA;SP;18046-695;;0;0;fev/15;dez/18;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-C/ELEVADOR;EM OBRAS;50.303,50;;22;1;;Academia, Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas,;MRV;MRV ENGENHARIA E PARTICIPACOES S/A;MRV ENGENHARIA E PARTICIPACOES S/A;;;;MRV ENGENHARIA E PARTICIPACOES S/A;;MRV ENGENHARIA E PARTICIPACOES S/A;;;;;2 DORMS;2;0;1;1;47,42;71,13;704;4;8;2,82;164.952,00;3.478,53;199.223,98;4.201,26;203.790,32;4.297,56;191.208,89;4.032,24;183.116,00;3.861,58;96,59;3,41;680;24;116.126.208,00;Preço Fechado;;;;19/09/2018;LF: Ficha Revisada Ok. 10/07/18.
330241115;122;PARQUE SALEM;TORRE 1, TORRE 2, TORRE 3, TORRE 4, TORRE 5, TORRE 6, TORRE 7, TORRE 8, TORRE 9, TORRE 10, TORRE 11, TORRE 12, TORRE 13, TORRE 14, TORRE 15, TORRE 16, TORRE 17, TORRE 18, TORRE 19, TORRE 20, TORRE 21, TORRE 22, TORRE 23, TORRE 24, TORRE 25, TORRE 26, TORRE 27, TORRE 28, TORRE 29, TORRE 30, TORRE 31, TORRE 32, TORRE 33, TORRE 34, TORRE 35, TORRE 36, TORRE 37, TORRE 38, TORRE 39, TORRE 40, TORRE 41, TORRE 42, TORRE 43, TORRE 44, TORRE 45;SOROCABA - SP;R SALVADOR LEITE MARQUES, 3;EDEN;SEM DISTRITO;;SOROCABA;SP;18103-050;;0;0;fev/16;fev/18;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;EM OBRAS;61.231,33;;45;0;;Quadra Gramada, Quadra Poli-Esportiva, Piscina Adulta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Piscina Infantil, Playground, Fitness,;MRV;MRV ENGENHARIA E PARTICIPACOES S/A;MRV ENGENHARIA E PARTICIPACOES S/A;;;;MRV ENGENHARIA E PARTICIPACOES S/A;;MRV ENGENHARIA E PARTICIPACOES S/A;;;;BANCO DO BRASIL;2 DORMS;2;0;1;1;42,86;69,00;728;4;4;3,97;156.047,00;3.640,85;175.867,11;4.103,29;172.016,82;4.013,45;172.080,14;4.014,93;149.334,00;3.484,23;89,70;10,30;653;75;113.602.216,00;Preço Fechado;BANCO DO BRASIL;;;19/09/2018;LF: Ficha revisada OK. 08/05/2018.
31395715;123;PARQUE SERRA AZUL;BLOCO 1, BLOCO 2, BLOCO 3, BLOCO 4, BLOCO 5, BLOCO 6, BLOCO 7, BLOCO 8, BLOCO 9, BLOCO 10, BLOCO 11, BLOCO 12, BLOCO 13, BLOCO 14, BLOCO 15, BLOCO 16, BLOCO 17, BLOCO 18, BLOCO 19, BLOCO 20, BLOCO 21, BLOCO 22, BLOCO 23, BLOCO 24, BLOCO 25, BLOCO 26, BLOCO 27, BLOCO 28, BLOCO 29, BLOCO 30, BLOCO 31, BLOCO 32, BLOCO 33, BLOCO 34, BLOCO 35, BLOCO 36, BLOCO 37, BLOCO 38;SOROCABA - SP;R SERAPHIM BANIETTI, 0;CAGUASSU;SEM DISTRITO;;SOROCABA;SP;18072-856;ZR 3;0;0;set/15;fev/18;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;PRONTO;41.669,74;;38;0;;Quadra Gramada, Churrasqueira, Piscina Adulta, Espaco Gourmet, Salao de Festas, Salao de Jogos, Piscina Infantil, Playground, Fitness,;MRV;MRV ENGENHARIA E PARTICIPACOES S/A;MRV ENGENHARIA E PARTICIPACOES S/A;;;;MRV ENGENHARIA E PARTICIPACOES S/A;;MRV ENGENHARIA E PARTICIPACOES S/A;;;;CAIXA;2 DORMS;2;0;1;1;45,15;67,72;608;4;4;3,91;156.251,00;3.460,71;179.163,18;3.968,18;183.414,08;4.062,33;173.659,56;3.846,28;149.770,00;3.317,17;88,82;11,18;540;68;95.000.608,00;Preço Fechado;CAIXA;;;19/09/2018;LF: Ficha Revisada OK. 08/05/2018.
313821217;124;PARQUE SERRA BONITA;BL 1, BL 2, BL 3, BL 4, BL 5, BL 6, BL 7, BL 8, BL 9, BL 10, BL 11, BL 12, BL 13, BL 14, BL 15, BL 16, BL 17, BL 18, BL 19, BL 20, BL 21, BL 22, BL 23, BL 24, BL 25, BL 26, BL 27, BL 28, BL 29, BL 30, BL 31, BL 32, BL 33, BL 34, BL 35, BL 36, BL 37, BL 38, BL 39, BL 40, BL 41, BL 42, BL 43, BL 44, BL 45, BL 46, BL 47, BL 48, BL 49, BL 50;SOROCABA - SP;R COMENDADOR VICENTE AMARAL, 3333;JARDIM GUARUJA;SEM DISTRITO;;SOROCABA;SP;18050-600;ZR 2;0;0;fev/18;jan/20;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;LANÇAMENTO;49.491,56;;50;0;;Quadra Gramada, Salao de Festas, Playground, Fitness,;MRV;MRV ENGENHARIA E PARTICIPACOES S/A;MRV ENGENHARIA E PARTICIPACOES S/A;;;;MRV ENGENHARIA E PARTICIPACOES S/A;;MRV ENGENHARIA E PARTICIPACOES S/A;;;;;GARDEN;2;0;1;1;40,28;60,42;150;4;3;3,24;168.220,00;4.176,27;172.420,74;4.280,56;176.713,03;4.387,12;171.151,38;4.249,05;169.208,00;4.200,79;90,00;10,00;135;15;25.233.000,00;Preço Fechado;;;;19/09/2018;NR 19.09.18: Ficha revisada, sem foto de apto na internet.
313821217;124;PARQUE SERRA BONITA;BL 1, BL 2, BL 3, BL 4, BL 5, BL 6, BL 7, BL 8, BL 9, BL 10, BL 11, BL 12, BL 13, BL 14, BL 15, BL 16, BL 17, BL 18, BL 19, BL 20, BL 21, BL 22, BL 23, BL 24, BL 25, BL 26, BL 27, BL 28, BL 29, BL 30, BL 31, BL 32, BL 33, BL 34, BL 35, BL 36, BL 37, BL 38, BL 39, BL 40, BL 41, BL 42, BL 43, BL 44, BL 45, BL 46, BL 47, BL 48, BL 49, BL 50;SOROCABA - SP;R COMENDADOR VICENTE AMARAL, 3333;JARDIM GUARUJA;SEM DISTRITO;;SOROCABA;SP;18050-600;ZR 2;0;0;fev/18;jan/20;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;LANÇAMENTO;49.491,56;;50;0;;Quadra Gramada, Salao de Festas, Playground, Fitness,;MRV;MRV ENGENHARIA E PARTICIPACOES S/A;MRV ENGENHARIA E PARTICIPACOES S/A;;;;MRV ENGENHARIA E PARTICIPACOES S/A;;MRV ENGENHARIA E PARTICIPACOES S/A;;;;;2 DORMS;2;0;1;1;40,28;60,42;650;4;3;3,24;165.814,00;4.116,53;169.954,66;4.219,33;174.185,56;4.324,36;168.703,45;4.188,26;144.243,00;3.581,01;50,77;49,23;330;320;107.779.100,00;Preço Fechado;;;;19/09/2018;
313671117;125;PARQUE SERRA DO HORTO;BL 1, BL 2, BL 3, BL 4, BL 5, BL 6, BL 7, BL 8, BL 9, BL 10, BL 11, BL 12, BL 13, BL 14, BL 15, BL 16, BL 17, BL 18, BL 19;SOROCABA - SP;AL DO HORTO, 454;CAGUASSU;SEM DISTRITO;;SOROCABA;SP;18072-851;ZR 3;0;0;ago/17;ago/19;;;Res. Vertical;ECONOMICO;PADRAO MEDIO-S/ELEVADOR;EM OBRAS;16.022,02;;19;0;;Espaco Gourmet, Salao de Festas, Playground, Fitness,;MRV;MRV ENGENHARIA E PARTICIPACOES S/A;MRV ENGENHARIA E PARTICIPACOES S/A;;;;MRV ENGENHARIA E PARTICIPACOES S/A;;MRV ENGENHARIA E PARTICIPACOES S/A;;;;;GARDEN;2;0;1;1;43,20;64,80;57;4;4;3,15;151.809,00;3.514,10;157.261,17;3.640,31;164.157,82;3.799,95;156.691,96;3.627,13;160.396,00;3.712,87;85,96;14,04;49;8;8.653.113,00;Preço Fechado;;;;19/09/2018;PSB: Ficha ok. 07.05
